"threat_id","threat:name","threat:category","threat:severity","threat:cve"
14613,"Locky.JSDownloader.Gen Javascript Detection",spyware,critical,
14922,"Back Orifice 2000 Command And Control Traffic",spyware,critical,
14812,"Nemucod.JSDownloader.Gen Javascript Detection",spyware,critical,
14435,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14203,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14964,"Rootnik Android Trojan Command and Control Traffic",spyware,critical,
14484,"fraud.Gen Command And Control Traffic",spyware,critical,
14679,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14510,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14313,"vbcheman.Gen Command And Control Traffic",spyware,critical,
14297,"TeslaCrypt.Gen Command and Control Traffic",spyware,critical,
14196,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14408,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14991,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14684,"sality.Gen Command And Control Traffic",spyware,critical,
14221,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14252,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14828,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14773,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14072,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14766,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14415,"scar.Gen Command And Control Traffic",spyware,critical,
14985,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14897,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14572,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14406,"RAA.JS.Gen Command and Control Traffic",spyware,critical,
14508,"scar.Gen Command And Control Traffic",spyware,critical,
14345,"estiwir.Gen Command And Control Traffic",spyware,critical,
14303,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14441,"Trojan.Turla.Gen Command And Control Traffic",spyware,critical,
14614,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14974,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14685,"sality.Gen Command And Control Traffic",spyware,critical,
14254,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14586,"otran.Gen Command And Control Traffic",spyware,critical,
14972,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14498,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14369,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14670,"hatigh.Gen Command And Control Traffic",spyware,critical,
14301,"WGeneric.Gen Command and Control Traffic",spyware,critical,
14023,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14808,"encpk.Gen Command And Control Traffic",spyware,critical,
14728,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14346,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14091,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14910,"IXESHE.Gen Command and Control Traffic",spyware,critical,
14455,"madangel.Gen Command And Control Traffic",spyware,critical,
14156,"WGeneric.Gen Command and Control Traffic",spyware,critical,
14526,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14006,"delf.Gen Command And Control Traffic",spyware,critical,
14759,"fakeav.Gen Command And Control Traffic",spyware,critical,
14255,"small.Gen Command And Control Traffic",spyware,critical,
14641,"Sofacy.Gen Command And Control Traffic",spyware,critical,
14420,"fakeav.Gen Command And Control Traffic",spyware,critical,
14696,"Piano.Gh0st.Gen",botnet,critical,
14624,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14446,"sality.Gen Command And Control Traffic",spyware,critical,
14399,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14748,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14942,"TinyV Command and Control Traffic",spyware,critical,
14209,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14765,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14325,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14647,"WGeneric.Gen Command and Control Traffic",spyware,critical,
14173,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14883,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14438,"tibs.Gen Command And Control Traffic",spyware,critical,
14026,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14892,"zbot.Gen Command And Control Traffic",spyware,critical,
14576,"kufgal.Gen Command And Control Traffic",spyware,critical,
14555,"badur.Gen Command And Control Traffic",spyware,critical,
14946,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14058,"Ares.Gen Command and Control Traffic",spyware,critical,
14702,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14882,"fch.Gen Command And Control Traffic",spyware,critical,
14454,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14661,"Cerber.JSDownloader.Gen Javascript Detection",spyware,critical,
14917,"Fysbis.Gen Command And Control Traffic",spyware,critical,
14814,"ramnit.Gen Command And Control Traffic",spyware,critical,
14292,"banker.Gen Command And Control Traffic",spyware,critical,
14289,"Coreshell.Gen Command and Control Traffic",spyware,critical,
14405,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14720,"Helminth.Gen Command And Control Traffic",spyware,critical,
14923,"WGeneric.Gen Command and Control Traffic",spyware,critical,
14317,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14308,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14494,"Saker.Gen Command and Control Traffic",spyware,critical,
14185,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14319,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14512,"adload.Gen Command And Control Traffic",spyware,critical,
14232,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14480,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14536,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14194,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14304,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14202,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14472,"dropper.Gen Command And Control Traffic",spyware,critical,
14296,"fareit.Gen Command And Control Traffic",spyware,critical,
14214,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14251,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14273,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14475,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14858,"DariusBOT.Gen Command And Control Traffic",spyware,critical,
14228,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14230,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14884,"chir.Gen Command And Control Traffic",spyware,critical,
14782,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14523,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14414,"upatre.Gen Command And Control Traffic",spyware,critical,
14637,"vundo.Gen Command And Control Traffic",spyware,critical,
14967,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14599,"ototi.Gen Command And Control Traffic",spyware,critical,
14092,"msposer.Gen Command And Control Traffic",spyware,critical,
14168,"expiro.Gen Command And Control Traffic",spyware,critical,
14908,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14279,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14054,"JSDownloader.Gen Javascript Detection",spyware,critical,
14953,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14867,"delf.Gen Command And Control Traffic",spyware,critical,
14762,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14822,"ramnit.Gen Command And Control Traffic",spyware,critical,
14633,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14568,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14758,"fakeav.Gen Command And Control Traffic",spyware,critical,
14477,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14200,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14483,"behav.Gen Command And Control Traffic",spyware,critical,
14074,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14639,"Wekby.Gh0st.Gen Command And Control Traffic",spyware,critical,
14514,"gulpix.Gen Command And Control Traffic",spyware,critical,
14322,"Suspicious SSH tunnel in HTTP",backdoor,low,
14222,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14391,"virux.Gen Command And Control Traffic",spyware,critical,
14907,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14002,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14206,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14151,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14683,"sality.Gen Command And Control Traffic",spyware,critical,
14977,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14636,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14300,"agent2.Gen Command And Control Traffic",spyware,critical,
14711,"Powershell.Gen Command and Control Traffic",spyware,critical,
14949,"Ransomware.OSX.KeRanger Detection",spyware,critical,
14727,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14889,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14285,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14798,"Taomike.Gen Command And Control Traffic",spyware,critical,
14965,"JSDownloader.Gen Javascript Detection",spyware,critical,
14478,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14519,"fakeav.Gen Command And Control Traffic",spyware,critical,
14419,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14810,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14535,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14184,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14781,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14496,"mondo.Gen Command And Control Traffic",spyware,critical,
14076,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14906,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14187,"banker.Gen Command And Control Traffic",spyware,critical,
14541,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14984,"Suspicious HTTP Evasion Found",spyware,informational,
14567,"Nemucod.JSDownloader.Gen Javascript Detection",spyware,critical,
14418,"vbcheman.Gen Command And Control Traffic",spyware,critical,
14793,"Locky.Gen Command and Control Traffic",spyware,critical,
14861,"Trojan.iOS.YiSpecter.Gen Command And Control Traffic",spyware,critical,
14271,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14501,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14878,"delf.Gen Command And Control Traffic",spyware,critical,
14756,"sality.Gen Command And Control Traffic",spyware,critical,
14248,"Malware XOR Obfuscation Detection",spyware,medium,
14741,"sality.Gen Command And Control Traffic",spyware,critical,
14973,"VBS.Downloader.Gen Script Detection",spyware,critical,
14769,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14673,"Locky.Gen Command and Control Traffic",spyware,critical,
14081,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14712,"Nitol.Gen Command and Control Traffic",spyware,critical,
14161,"Upatre.Gen Command And Control Traffic",spyware,critical,
14962,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14844,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14215,"Lostdoor.RAT.Gen Command And Control Traffic",spyware,critical,
14960,"ISMDoor.Gen Command and Control Traffic",spyware,critical,
14429,"parite.Gen Command And Control Traffic",spyware,critical,
14181,"corelink.Gen Command And Control Traffic",spyware,critical,
14440,"Gh0st.Gen Command and Control Traffic",spyware,critical,
14891,"sality.Gen Command And Control Traffic",spyware,critical,
14078,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14952,"Cerber.JSDownloader.Gen Javascript Detection",spyware,critical,
14287,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14452,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14961,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14022,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14838,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14945,"otorun5.Gen Command And Control Traffic",spyware,critical,
14693,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14468,"ShimRAT.Gen Command and Control Traffic",spyware,critical,
14437,"tibs.Gen Command And Control Traffic",spyware,critical,
14165,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14944,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14350,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14708,"Nishang.Gen Command and Control Traffic",spyware,critical,
14309,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14164,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14919,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14316,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14180,"agent2.Gen Command And Control Traffic",spyware,critical,
14694,"CorePOS.Gen Command And Control Traffic",spyware,critical,
14538,"Sofacy.Gen Command And Control Traffic",spyware,critical,
14263,"ldmon.Gen Command And Control Traffic",spyware,critical,
14328,"AlienSpy.Gen Command And Control Traffic",spyware,critical,
14207,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14634,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14852,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14107,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14489,"dloadr.Gen Command And Control Traffic",spyware,critical,
14188,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14007,"delf.Gen Command And Control Traffic",spyware,critical,
14321,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14335,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14921,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14397,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14349,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14671,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14245,"Pushdo.Gen Denial of Service Traffic",botnet,critical,
14373,"adload.Gen Command And Control Traffic",spyware,critical,
14029,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14171,"sality.Gen Command And Control Traffic",spyware,critical,
14772,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14375,"ldmon.Gen Command And Control Traffic",spyware,critical,
14095,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14101,"dropper.Gen Command And Control Traffic",spyware,critical,
14307,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14840,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14329,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14241,"jeefo.Gen Command And Control Traffic",spyware,critical,
14680,"Dridex.JSDownloader.Gen Javascript Detection",spyware,critical,
14430,"starter.Gen Command And Control Traffic",spyware,critical,
14527,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14218,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14267,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14362,"wordpress.gen Command And Control Traffic",botnet,critical,
14859,"CryptoWall.Gen Command and Control Traffic",spyware,critical,
14205,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14733,"EvilGrab.Gen Command and Control Traffic",spyware,critical,
14401,"malmiq.Gen Command And Control Traffic",spyware,critical,
14030,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14186,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14010,"expiro.Gen Command And Control Traffic",spyware,critical,
14008,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14616,"Swabfex.JSDownloader.Gen Javascript Detection",spyware,critical,
14080,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14928,"Nemucod.JSDownloader.Gen Javascript Detection",spyware,critical,
14761,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14943,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14959,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14318,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14476,"Andromeda.Gen Command and Control Traffic",spyware,critical,
14835,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14193,"downloader.Gen Command And Control Traffic",spyware,critical,
14378,"cycbot.Gen Command And Control Traffic",spyware,critical,
14094,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14357,"Rombertik.Gen Command And Control Traffic",spyware,critical,
14463,"Upatre.Gen Command And Control Traffic",spyware,critical,
14445,"Cookle.Gen Command and Control Traffic",spyware,critical,
14995,"sality.Gen Command And Control Traffic",spyware,critical,
14881,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14439,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14366,"Android.Gepew.Gen Command And Control Traffic",backdoor,critical,
14059,"Gangyun.Gen Command and Control Traffic",spyware,critical,
14668,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14937,"Back Orifice 2000 Command And Control Traffic",spyware,critical,
14240,"madangel.Gen Command And Control Traffic",spyware,critical,
14211,"WGeneric.Gen Command and Control Traffic",spyware,critical,
14837,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14534,"fakeav.Gen Command And Control Traffic",spyware,critical,
14005,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14426,"injector.Gen Command And Control Traffic",spyware,critical,
14582,"CrimsonRAT.Gen Command And Control Traffic",spyware,critical,
14016,"delf.Gen Command And Control Traffic",spyware,critical,
14153,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14877,"Bartalex Word Macro Detection",spyware,critical,
14971,"JSDownloader.Gen Javascript Detection",spyware,critical,
14854,"Carbanak.Gen Command And Control Traffic",spyware,critical,
14087,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14453,"pikor.Gen Command And Control Traffic",spyware,critical,
14799,"Trojan.iOS.KeyRaider.Gen Command And Control Traffic",spyware,critical,
14950,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14926,"ramnit.Gen Command And Control Traffic",spyware,critical,
14198,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14103,"ldmon.Gen Command And Control Traffic",spyware,critical,
14975,"Nemucod.JSDownloader.Gen Javascript Detection",spyware,critical,
14688,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14584,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14571,"ramnit.Gen Command And Control Traffic",spyware,critical,
14591,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14327,"expiro.Gen Command And Control Traffic",spyware,critical,
14742,"downloader.Gen Command And Control Traffic",spyware,critical,
14954,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14697,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14909,"sality.Gen Command And Control Traffic",spyware,critical,
14359,"9002.RAT.Gen Command And Control Traffic",spyware,critical,
14968,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14416,"moseran.Gen Command And Control Traffic",spyware,critical,
14017,"WGeneric.Gen Command And Control Traffic",spyware,critical,
14381,"fakeav.Gen Command And Control Traffic",spyware,critical,
14777,"Suspicious.Gen Command And Control Traffic",spyware,critical,
14982,"Back Orifice RAT Command And Control Traffic",spyware,critical,
19979,"Bot: Backdoor_Win32_IRCBot_dno",backdoor,high,
19960,"Bot: Backdoor_Win32_Rbot_fob",backdoor,high,
19992,"Bot: Backdoor_Win32_IRCBot_bst",backdoor,high,
19973,"Bot: Backdoor_Win32_IRCBot_gif",backdoor,high,
19891,"Bot: Backdoor_Win32_Rbot_wje",backdoor,high,
19899,"Spyware: Troj.Decdec-A",spyware,high,
19887,"Bot: Backdoor.Win32.Rbot.ihd2",backdoor,high,
19946,"Bot: Backdoor_Win32_Rbot_hxz",backdoor,high,
19888,"Bot: Backdoor.Win32.IRCBot.hlg",backdoor,high,
19926,"Bot: Backdoor_Win32_SdBot_cww",backdoor,high,
19996,"Bot: Backdoor_Win32_IRCBot_asf",backdoor,high,
19927,"Bot: Backdoor_Win32_SdBot_cor",backdoor,high,
19905,"Bot: BOT_080519",spyware,high,
19906,"Bot: BOT_080426",spyware,high,
19876,"Spyware: Downloader/Trojan.fakewget",spyware,high,
19971,"Bot: Backdoor_Win32_Rbot_aus",backdoor,high,
19998,"Bot: Backdoor_Win32_DaSBot_12",backdoor,high,
19933,"Bot: Backdoor_Win32_Rbot_kmv",backdoor,high,
19923,"Bot: Backdoor_Win32_SdBot_czk",backdoor,high,
19994,"Bot: Backdoor_Win32_IRCBot_bhd",backdoor,high,
19919,"Bot: Backdoor_Win32_SdBot_enc",backdoor,high,
19967,"Bot: Backdoor_Win32_Rbot_exp",backdoor,high,
19987,"Bot: Backdoor_Win32_IRCBot_cez",backdoor,high,
19947,"Bot: Backdoor_Win32_Rbot_htd",backdoor,high,
19868,"Spyware-Torpig.Phonehome",spyware,high,
19920,"Bot: Backdoor_Win32_SdBot_eia",backdoor,high,
19999,"Bot: Backdoor_Win32_Agobot_pnd_pnj",backdoor,high,
19862,"Trojan-Virtumondo.Phonehome",spyware,high,
19877,"Bot: Backdoor_Win32_IRCBot_Autoham",backdoor,high,
19958,"Bot: Backdoor_Win32_Rbot_for",backdoor,high,
19889,"Bot: Backdoor.Win32.IRCBot.aig",backdoor,high,
19977,"Bot: Backdoor_Win32_IRCBot_efd",backdoor,high,
19990,"Bot: Backdoor_Win32_IRCBot_caq",backdoor,high,
19890,"Bot: Backdoor_Win32_Rbot_wjr",backdoor,high,
19910,"Bot: BOT_080411",spyware,high,
19964,"Bot: Backdoor_Win32_Rbot_fjw",backdoor,high,
19892,"Bot: Backdoor_Win32_Rbot_wjh",backdoor,high,
19931,"Bot: Backdoor_Win32_Rbot_pgg",backdoor,high,
19900,"Bot: Backdoor_Win32_Agent_qxx",backdoor,high,
19916,"Bot: Backdoor_Win32_VanBot_eje",backdoor,high,
19859,"Backdoor.BO.Rootme",backdoor,high,
19989,"Bot: Backdoor_Win32_IRCBot_cca",backdoor,high,
19982,"Bot: Backdoor_Win32_IRCBot_ddm",backdoor,high,
19928,"Bot: Backdoor_Win32_SdBot_cmf",backdoor,high,
19995,"Bot: Backdoor_Win32_IRCBot_ben",backdoor,high,
19953,"Bot: Backdoor_Win32_Rbot_fsb",backdoor,high,
19881,"IRC: UrXbot DDOS Activity",spyware,high,
19993,"Bot: Backdoor_Win32_IRCBot_bqa",backdoor,high,
19886,"Trojan: Downloader Small NAZ",spyware,high,
19986,"Bot: Backdoor_Win32_IRCBot_chf",backdoor,high,
19878,"IRC: Agobot DDOS Activity",botnet,high,
19907,"Bot: BOT_080422",spyware,high,
19882,"IRC: Sdbot Spreading Activity",spyware,high,
19937,"Bot: Backdoor_Win32_Rbot_jpw",backdoor,high,
19921,"Bot: Backdoor_Win32_SdBot_cow",backdoor,high,
19884,"IRC: Agotbot Downloading Activity",spyware,high,
19913,"Bot: Backdoor_Win32_VanBot_ps",backdoor,high,
19879,"IRC: Sdbot DDOS Activity",spyware,high,
19904,"Bot: BOT_080523",spyware,high,
19984,"Bot: Backdoor_Win32_IRCBot_crs",backdoor,high,
19915,"Bot: Backdoor_Win32_VanBot_ib",backdoor,high,
19959,"Bot: Backdoor_Win32_Rbot_fog",backdoor,high,
19922,"Bot: Backdoor_Win32_SdBot_dku",backdoor,high,
19981,"Bot: Backdoor_Win32_IRCBot_dip",backdoor,high,
19991,"Bot: Backdoor_Win32_IRCBot_bxf",backdoor,high,
19924,"Bot: Backdoor_Win32_SdBot_cyb",backdoor,high,
19949,"Bot: Backdoor_Win32_Rbot_gnd",backdoor,high,
19909,"Bot: BOT_080416",spyware,high,
19936,"Bot: Backdoor_Win32_Rbot_kdl",backdoor,high,
19966,"Bot: Backdoor_Win32_Rbot_fhe",backdoor,high,
19867,"Spyware-Adclick.Phonehome",spyware,high,
19871,"Bot-Zeus.Phonehome",spyware,high,
19988,"Bot: Backdoor_Win32_IRCBot_cch",backdoor,high,
19934,"Bot: Backdoor_Win32_Rbot_kmq",backdoor,high,
19944,"Bot: Backdoor_Win32_Rbot_ifv",backdoor,high,
19943,"Bot: Backdoor_Win32_Rbot_ivf",backdoor,high,
19950,"Bot: Backdoor_Win32_Rbot_gjh",backdoor,high,
19880,"IRC: UrXbot DDOS Activity",spyware,high,
19997,"Bot: Backdoor_Win32_DsBot_oy",backdoor,high,
19955,"Bot: Backdoor_Win32_Rbot_fpl",backdoor,high,
19883,"IRC: Agotbot Downloading Activity",spyware,high,
19935,"Bot: Backdoor_Win32_Rbot_klx",backdoor,high,
19893,"Bot: Backdoor_Win32_IRCBot_gxe",backdoor,high,
19918,"Bot: Backdoor_Win32_SdBot_hfh",backdoor,high,
19863,"Trojan-Oficla.Phonehome",spyware,high,
19985,"Bot: Backdoor_Win32_IRCBot_cji_080417",backdoor,high,
19939,"Bot: Backdoor_Win32_Rbot_jhl",backdoor,high,
19963,"Bot: Backdoor_Win32_Rbot_fln",backdoor,high,
19942,"Bot: Backdoor_Win32_Rbot_ivp",backdoor,high,
19952,"Bot: Backdoor_Win32_Rbot_gel",backdoor,high,
19968,"Bot: Backdoor_Win32_Rbot_eux",backdoor,high,
19978,"Bot: Backdoor_Win32_IRCBot_dxk",backdoor,high,
19864,"Trojan-Rustock.Phonehome",spyware,high,
19869,"Bot-Butterfly.Phonehome",spyware,high,
19965,"Bot: Backdoor_Win32_Rbot_fja",backdoor,high,
19875,"Spyware: Trojandownloader/Js.Gumblar",spyware,high,
19865,"Spyware-Hiloti.Phonehome",spyware,high,
19929,"Bot: Backdoor_Win32_Rbot_sr",backdoor,high,
19974,"Bot: Backdoor_Win32_IRCBot_emv",backdoor,high,
19917,"Bot: Backdoor_Win32_VanBot_a",backdoor,high,
19894,"Bot: BOT_090227",spyware,high,
19941,"Bot: Backdoor_Win32_Rbot_iza",backdoor,high,
19938,"Bot: Backdoor_Win32_Rbot_jhu",backdoor,high,
19975,"Bot: Backdoor_Win32_IRCBot_emu",backdoor,high,
19885,"Spyware: Trojan.Malscript",spyware,high,
19932,"Bot: Backdoor_Win32_Rbot_pej",backdoor,high,
19898,"Spyware: Mal.Iframe-F",spyware,high,
19983,"Bot: Backdoor_Win32_IRCBot_cuc",backdoor,high,
19980,"Bot: Backdoor_Win32_IRCBot_dlt",backdoor,high,
19925,"Bot: Backdoor_Win32_SdBot_cwz",backdoor,high,
19961,"Bot: Backdoor_Win32_Rbot_fnx_fow",backdoor,high,
19914,"Bot: Backdoor_Win32_VanBot_kb",backdoor,high,
19895,"Bot: Backdoor_Win32_Rbot_aif",backdoor,high,
19873,"Trojan-Waledac.Phonehome",spyware,high,
19930,"Bot: Backdoor_Win32_Rbot_rbc",backdoor,high,
19897,"Spyware: Mal.Iframe-F",spyware,high,
19970,"Bot: Backdoor_Win32_Rbot_dav",backdoor,high,
19896,"Spyware: Antivirus 2009",spyware,high,
19901,"Bot: Net_Worm_Win32_Kolabc_bsb_ekd",spyware,high,
19902,"Bot: Net_Worm_Win32_Kolabc_bsa",spyware,high,
19948,"Bot: Backdoor_Win32_Rbot_het",backdoor,high,
19912,"Bot: Backdoor_Win32_VanBot_wv",backdoor,high,
19954,"Bot: Backdoor_Win32_Rbot_frf",backdoor,high,
19870,"Bot-Zeus.Phonehome",spyware,high,
19945,"Bot: Backdoor_Win32_Rbot_ibc",backdoor,high,
19972,"Bot: Backdoor_Win32_Nepoe_em",backdoor,high,
19969,"Bot: Backdoor_Win32_Rbot_eoy_eoz",backdoor,high,
19866,"Spyware-Avprotect.download",spyware,high,
19956,"Bot: Backdoor_Win32_Rbot_foy",backdoor,high,
19872,"Spyware: Trojan-Waledac.Phonehome",spyware,high,
19962,"Bot: Backdoor_Win32_Rbot_fmj",backdoor,high,
19940,"Bot: Backdoor_Win32_Rbot_jhd_jhf",backdoor,high,
19861,"Trojan-Downloader.agent download jar file",spyware,high,
19976,"Bot: Backdoor_Win32_IRCBot_egh_gci_ftr",backdoor,high,
19911,"Bot: Backdoor_Win32_Wootbot_em",backdoor,high,
19951,"Bot: Backdoor_Win32_Rbot_geo",backdoor,high,
35931,"HP Data Protector OmniInet Opcode Buffer Overflow Vulnerability",overflow,high,"CVE-2011-1865"
39371,"HP Data Protector Client EXEC_CMD Command Execution Vulnerability","code-execution",high,"CVE-2011-0923"
